"","x"
"583",5.16953460073095e-09
"584",2.73932204036186e-08
"585",6.68502218455333e-09
"586",7.60727272449221e-09
"587",1.12737763020861e-08
"588",3.90381230979247e-09
"589",8.56815988773513e-09
"590",6.66969964270041e-08
"591",2.25002502233923e-09
"592",4.96398049385752e-08
"593",4.03385252838274e-09
"594",2.04048681013909e-08
"595",4.38201350894443e-09
"596",3.92856656506033e-08
"597",7.07908169011443e-09
"598",4.29235041916075e-08
"599",8.07608257067531e-08
"600",4.68100423510196e-09
"601",8.22068149845722e-09
"602",4.45684638113897e-09
"603",4.71681471163286e-09
"604",5.99165388732478e-09
"605",2.31707682413336e-08
"606",2.83125422088662e-09
"607",7.48039182900305e-09
"608",3.17479813625682e-08
"609",4.3106517280079e-08
"610",1.8691582155933e-08
"611",5.86018199175462e-09
"612",1.98648517174983e-08
"613",1.48371969020079e-08
"614",4.78342888608848e-09
"615",4.53938503038973e-09
"616",5.5330227994238e-09
"617",8.68853864546766e-09
"618",4.10190918025634e-09
"619",5.56099967148045e-08
"620",6.53129413275522e-08
"621",1.37771123922635e-08
"622",5.91851930652059e-08
"623",4.89221709516625e-09
"624",5.07823826832573e-09
"625",4.81477306805783e-09
"626",6.10693142379469e-09
"627",1.81178473654698e-08
"628",1.65788513697633e-08
"629",8.96134861688821e-09
"630",7.07570937793461e-09
"631",5.03209619866198e-09
"632",3.6967185623345e-08
"633",4.8418400859375e-09
"634",4.64299691424708e-08
"635",5.98336826135733e-09
"636",4.05168271642817e-09
"637",4.32931968878911e-09
"638",5.26286631812299e-09
"639",1.74169002738282e-08
"640",4.16990751728307e-09
"641",7.84049314721069e-09
"642",8.04480727443609e-09
"643",4.95936147884496e-09
"644",5.68886514517827e-09
"645",3.81966904919702e-09
"646",8.5536318452111e-08
"647",4.2274299348192e-08
"648",6.72565550356008e-09
"649",8.69275900074752e-08
"650",1.61150448476515e-08
"651",4.21416813076545e-09
"652",4.87620556019072e-09
"653",6.90063340459135e-09
"654",3.3521755142166e-09
"655",4.93827215343056e-09
"656",6.45321065036679e-09
"657",1.56934019127944e-08
"658",4.35929837214214e-09
"659",4.93845047322286e-09
"660",4.95835097812925e-09
"661",7.35939332261102e-09
"662",1.4165741314548e-08
"663",5.18616368018514e-09
"664",5.32139939590514e-09
"665",2.89150965964279e-09
"666",7.72602050173613e-08
"667",6.13493398988249e-08
"668",8.10906975052137e-08
"669",4.99078452213525e-09
"670",6.95863539709441e-09
"671",4.85634218561282e-09
"672",4.35181789515308e-08
"673",3.23750352132835e-08
"674",4.66991231884763e-09
"675",1.16184586049345e-08
"676",3.66331262035966e-09
"677",4.94908177364302e-09
"678",4.82572387517164e-09
"679",3.62884195157943e-09
"680",2.97336959498501e-08
"681",4.92869046603407e-09
"682",4.72924132350489e-09
"683",4.58730937229379e-09
"684",4.08697201555169e-09
"685",7.01745419548935e-08
"686",2.64580883897959e-08
"687",5.17311091869957e-08
"688",3.36940289512075e-09
"689",9.49225954486418e-09
"690",4.31940270709886e-08
"691",4.23732120704619e-09
"692",1.87306916054797e-08
"693",1.68626126491264e-08
"694",4.08447717458595e-08
"695",1.05791396456958e-07
"696",4.25680873745384e-09
"697",3.40901367660044e-09
"698",5.03281895822826e-09
"699",4.16292262357799e-09
"700",3.39462465936297e-08
"701",4.2636024557421e-09
"702",7.07874403231898e-08
"703",4.09352167711564e-09
"704",4.61011541523767e-09
"705",4.88801494380276e-09
"706",1.68862754203815e-08
"707",2.84788316879437e-08
"708",4.98678969984662e-09
"709",2.31216792612163e-08
"710",9.17398869649699e-09
"711",7.44391813823623e-09
"712",6.37015382052956e-08
"713",5.9740893941975e-09
"714",1.91941895211789e-08
"715",7.04847201854102e-09
"716",4.77254711378491e-09
"717",2.04658961340153e-08
"718",3.71705417396703e-09
"719",2.62993732212378e-08
"720",7.22333995441691e-09
"721",6.26047332225069e-09
"722",7.29727567288982e-08
"723",1.96627613200412e-08
"724",1.630186301001e-08
"725",6.16540820743322e-08
"726",5.07859974270696e-09
"727",5.28005330503141e-09
"728",4.68797448269989e-09
"729",5.20239512283746e-08
"730",4.29972629188967e-08
"731",1.47742270296192e-08
"732",4.48941905332613e-09
"733",6.78501364664417e-08
"734",5.6813116355701e-08
"735",5.51285176248856e-08
"736",4.30148654611485e-09
"737",5.74901308507343e-09
"738",5.5245767310932e-09
"739",1.25936295425918e-08
"740",4.30366027293537e-09
"741",1.13843784004233e-08
"742",1.4470876015976e-08
"743",1.85174524464714e-08
"744",4.8224763504125e-09
"745",5.52274300971413e-08
"746",5.1911618907121e-09
"747",1.51638879299692e-08
"748",4.59249091975824e-09
"749",1.88019669179414e-08
"750",2.43932521153357e-08
"751",4.79833002869292e-09
"752",4.54968955205327e-08
"753",1.7328691970506e-08
"754",1.7704595353501e-08
"755",4.73319701012575e-09
"756",1.00211272667591e-08
"757",4.55070045448447e-09
"758",1.43787607583217e-08
"759",2.16204797977256e-09
"760",3.70330125704857e-09
"761",3.86047021344485e-08
"762",2.04862078316125e-09
"763",4.22318573477036e-09
"764",1.72178763937514e-08
"765",5.15876260800766e-08
"766",1.79089373172303e-08
"767",5.02443689039596e-09
"768",1.05230555615964e-08
"769",1.92107920309198e-08
"770",4.78136240885659e-09
