size.time,mean.prob
50kmCurrent,1.09E-07
50kmCurrent,7.91E-08
50kmCurrent,6.86E-08
50kmCurrent,3.16E-08
50kmCurrent,8.54E-09
50kmCurrent,8.06E-08
50kmCurrent,8.11E-08
50kmCurrent,3.37E-08
50kmCurrent,2.25E-08
50kmCurrent,1.43E-08
50kmCurrent,1.90E-08
50kmCurrent,1.04E-08
50kmCurrent,1.00E-08
50kmCurrent,3.86E-08
50kmCurrent,7.68E-08
50kmCurrent,2.63E-08
50kmCurrent,4.42E-08
50kmCurrent,6.19E-08
50kmCurrent,9.08E-09
50kmCurrent,8.45E-09
50kmCurrent,8.41E-08
50kmCurrent,8.55E-09
50kmCurrent,2.97E-08
50kmCurrent,5.53E-08
50kmCurrent,3.07E-08
50kmCurrent,5.28E-08
50kmCurrent,8.51E-08
50kmCurrent,3.79E-08
50kmCurrent,6.29E-08
50kmCurrent,4.24E-08
50kmCurrent,6.58E-08
50kmCurrent,3.96E-08
50kmCurrent,2.98E-08
50kmCurrent,2.04E-08
50kmCurrent,6.42E-08
50kmCurrent,8.30E-09
50kmCurrent,8.47E-09
50kmCurrent,1.06E-08
50kmCurrent,7.71E-08
50kmCurrent,8.05E-09
50kmCurrent,8.45E-08
50kmCurrent,8.97E-09
50kmCurrent,1.03E-08
50kmCurrent,9.78E-09
50kmCurrent,9.24E-08
50kmCurrent,2.16E-08
50kmCurrent,2.74E-08
50kmCurrent,1.01E-07
50kmCurrent,9.43E-09
50kmCurrent,8.91E-09
50kmCurrent,2.41E-08
50kmCurrent,8.36E-09
50kmCurrent,7.66E-08
50kmCurrent,2.22E-08
50kmCurrent,1.09E-08
50kmCurrent,9.06E-08
50kmCurrent,9.23E-08
50kmCurrent,4.35E-08
50kmCurrent,7.21E-08
50kmCurrent,9.57E-09
50kmCurrent,9.15E-09
50kmCurrent,2.73E-08
50kmCurrent,7.90E-08
50kmCurrent,9.69E-09
50kmCurrent,3.17E-08
50kmCurrent,5.29E-08
50kmCurrent,3.62E-08
50kmCurrent,8.16E-08
50kmCurrent,8.63E-09
50kmCurrent,3.85E-08
50kmCurrent,3.59E-08
50kmCurrent,8.35E-09
50kmCurrent,8.66E-08
50kmCurrent,5.93E-08
50kmCurrent,7.00E-08
50kmCurrent,5.31E-08
50kmCurrent,8.44E-09
50kmCurrent,8.30E-09
50kmCurrent,1.17E-08
50kmCurrent,7.56E-08
50kmLGM,1.93E-08
50kmLGM,4.69E-09
50kmLGM,5.87E-08
50kmLGM,4.96E-09
50kmLGM,1.88E-08
50kmLGM,9.14E-09
50kmLGM,6.73E-08
50kmLGM,5.93E-09
50kmLGM,6.92E-08
50kmLGM,3.63E-09
50kmLGM,4.78E-09
50kmLGM,5.78E-09
50kmLGM,1.47E-08
50kmLGM,5.31E-09
50kmLGM,5.22E-09
50kmLGM,5.90E-09
50kmLGM,1.46E-08
50kmLGM,5.05E-09
50kmLGM,6.18E-09
50kmLGM,4.08E-09
50kmLGM,5.08E-09
50kmLGM,9.59E-08
50kmLGM,6.27E-08
50kmLGM,5.00E-08
50kmLGM,2.71E-08
50kmLGM,3.29E-09
50kmLGM,1.29E-08
50kmLGM,3.45E-08
50kmLGM,5.06E-09
50kmLGM,2.55E-09
50kmLGM,6.65E-09
50kmLGM,9.20E-09
50kmLGM,4.54E-09
50kmLGM,4.59E-08
50kmLGM,9.33E-09
50kmLGM,4.90E-09
50kmLGM,3.08E-09
50kmLGM,4.55E-09
50kmLGM,1.15E-08
50kmLGM,5.08E-09
50kmLGM,4.91E-08
50kmLGM,6.23E-09
50kmLGM,4.91E-09
50kmLGM,2.73E-08
50kmLGM,3.12E-09
50kmLGM,3.64E-09
50kmLGM,4.81E-09
50kmLGM,1.96E-08
50kmLGM,1.53E-08
50kmLGM,6.76E-09
50kmLGM,2.49E-09
50kmLGM,4.12E-09
50kmLGM,2.75E-09
50kmLGM,4.76E-09
50kmLGM,7.84E-08
50kmLGM,4.10E-09
50kmLGM,4.59E-09
50kmLGM,2.35E-08
50kmLGM,5.80E-09
50kmLGM,4.89E-09
50kmLGM,4.21E-09
50kmLGM,2.73E-08
50kmLGM,2.25E-08
50kmLGM,2.06E-08
50kmLGM,5.42E-09
50kmLGM,1.01E-08
50kmLGM,1.45E-08
50kmLGM,2.30E-09
50kmLGM,7.11E-08
50kmLGM,6.22E-09
50kmLGM,4.14E-08
50kmLGM,2.51E-08
50kmLGM,1.45E-08
50kmLGM,1.51E-08
50kmLGM,6.10E-09
50kmLGM,5.84E-08
50kmLGM,7.27E-08
50kmLGM,4.11E-09
50kmLGM,4.33E-09
50kmLGM,5.88E-08
50kmLGM,3.34E-08
50kmLGM,6.97E-09
50kmLGM,4.96E-09
50kmLGM,2.18E-08
50kmLGM,4.88E-09
50kmLGM,4.74E-08
50kmLGM,3.48E-09
50kmLGM,2.31E-08
50kmLGM,5.65E-09
50kmLGM,1.06E-08
50kmLGM,4.87E-09
50kmLGM,4.25E-09
50kmLGM,3.67E-08
50kmLGM,6.46E-08
50kmLGM,5.19E-09
50kmLGM,3.67E-09
50kmLGM,1.35E-08
50kmLGM,3.16E-08
50kmLGM,5.77E-09
50kmLGM,7.32E-09
50kmLGM,1.26E-08
50kmLGM,1.80E-08
50kmLGM,1.73E-08
50kmLGM,8.16E-08
50kmLGM,3.81E-09
50kmLGM,5.70E-08
50kmLGM,9.02E-09
50kmLGM,6.58E-09
50kmLGM,6.48E-08
50kmLGM,8.60E-09
50kmLGM,9.94E-08
50kmLGM,1.84E-08
50kmLGM,1.77E-08
50kmLGM,1.17E-08
50kmLGM,5.16E-09
50kmLGM,4.75E-09
50kmLGM,4.81E-08
50kmLGM,4.12E-09
50kmLGM,1.23E-08
50kmLGM,6.24E-09
50kmLGM,3.24E-09
50kmLGM,6.73E-08
50kmLGM,4.22E-09
50kmLGM,1.52E-08
50kmLGM,4.87E-09
50kmLGM,5.75E-09
50kmLGM,5.02E-09
50kmLGM,7.76E-09
50kmLGM,3.46E-09
50kmLGM,4.52E-09
50kmLGM,4.68E-08
50kmLGM,3.97E-09
50kmLGM,4.71E-09
50kmLGM,3.02E-09
50kmLGM,1.54E-08
50kmLGM,6.85E-08
50kmLGM,5.44E-08
50kmLGM,2.09E-08
50kmLGM,5.00E-09
50kmLGM,4.86E-09
50kmLGM,2.14E-09
50kmLGM,3.54E-09
50kmLGM,5.67E-09
50kmLGM,8.22E-08
50kmLGM,4.94E-09
50kmLGM,3.45E-08
50kmLGM,4.89E-09
50kmLGM,7.47E-09
50kmLGM,5.62E-09
50kmLGM,3.49E-08
50kmLGM,2.02E-08
50kmLGM,1.24E-08
50kmLGM,4.44E-09
50kmLGM,6.61E-08
50kmLGM,1.58E-08
50kmLGM,1.92E-08
50kmLGM,3.51E-09
50kmLGM,4.81E-09
50kmLGM,9.76E-09
50kmLGM,1.78E-08
50kmLGM,6.05E-09
50kmLGM,4.36E-09
50kmLGM,4.27E-09
50kmLGM,6.78E-08
50kmLGM,2.24E-08
50kmLGM,8.55E-09
50kmLGM,4.71E-09
50kmLGM,4.89E-09
50kmLGM,1.15E-08
50kmLGM,4.68E-09
50kmLGM,1.24E-08
50kmLGM,4.85E-09
50kmLGM,2.13E-08
50kmLGM,4.92E-09
50kmLGM,5.32E-08
50kmLGM,2.75E-09
50kmLGM,4.81E-09
50kmLGM,8.27E-09
50kmLGM,1.63E-08
50kmLGM,1.27E-08
50kmLGM,8.13E-09
50kmLGM,5.20E-09
50kmLGM,1.48E-08
50kmLGM,6.96E-09
50kmLGM,7.08E-08
50kmLGM,4.28E-09
50kmLGM,5.36E-09
50kmLGM,4.09E-09
50kmLGM,5.14E-09
50kmLGM,5.06E-09
50kmLGM,4.12E-09
50kmLGM,4.29E-09
50kmLGM,4.96E-08
50kmLGM,4.79E-09
50kmLGM,5.06E-09
50kmLGM,4.60E-09
50kmLGM,5.21E-09
50kmLGM,4.60E-09
50kmLGM,4.78E-08
50kmLGM,6.80E-09
50kmLGM,5.04E-09
50kmLGM,5.73E-09
50kmLGM,3.84E-09
50kmLGM,4.32E-09
50kmLGM,4.66E-09
50kmLGM,1.53E-08
50kmLGM,4.62E-09
50kmLGM,4.84E-09
50kmLGM,1.64E-08
50kmLGM,4.17E-09
50kmLGM,1.95E-08
50kmLGM,3.47E-09
50kmLGM,1.39E-08
50kmLGM,1.09E-08
50kmLGM,3.10E-09
50kmLGM,4.40E-09
50kmLGM,1.36E-08
50kmLGM,6.81E-09
50kmLGM,3.25E-09
50kmLGM,1.08E-08
50kmLGM,5.19E-09
50kmLGM,6.09E-08
50kmLGM,1.92E-08
50kmLGM,2.57E-09
50kmLGM,6.94E-09
50kmLGM,5.33E-09
50kmLGM,4.62E-08
50kmLGM,6.17E-08
50kmLGM,5.03E-09
50kmLGM,4.65E-08
50kmLGM,1.51E-08
50kmLGM,4.20E-09
50kmLGM,1.32E-08
50kmLGM,2.52E-08
50kmLGM,6.73E-08
50kmLGM,3.89E-09
50kmLGM,1.84E-08
50kmLGM,7.31E-09
50kmLGM,8.32E-09
50kmLGM,8.71E-09
50kmLGM,2.55E-09
50kmLGM,3.89E-09
50kmLGM,6.71E-08
50kmLGM,4.86E-09
50kmLGM,5.48E-09
50kmLGM,4.59E-09
50kmLGM,3.09E-09
50kmLGM,5.26E-09
50kmLGM,1.92E-08
50kmLGM,1.64E-08
50kmLGM,6.43E-09
50kmLGM,4.44E-09
50kmLGM,3.14E-09
50kmLGM,1.64E-08
50kmLGM,1.60E-08
50kmLGM,1.26E-08
50kmLGM,2.61E-09
50kmLGM,6.82E-09
50kmLGM,1.88E-08
50kmLGM,8.04E-09
50kmLGM,2.37E-08
50kmLGM,5.25E-09
50kmLGM,4.51E-09
50kmLGM,5.11E-09
50kmLGM,2.46E-09
50kmLGM,4.16E-09
50kmLGM,9.41E-09
50kmLGM,3.57E-08
50kmLGM,1.55E-08
50kmLGM,6.68E-09
50kmLGM,1.63E-08
50kmLGM,2.34E-09
50kmLGM,4.68E-09
50kmLGM,7.01E-08
50kmLGM,4.46E-09
50kmLGM,4.09E-09
50kmLGM,5.28E-09
50kmLGM,1.56E-08
50kmLGM,4.86E-09
50kmLGM,1.82E-08
50kmLGM,1.42E-08
50kmLGM,4.22E-09
50kmLGM,1.36E-08
50kmLGM,6.27E-09
50kmLGM,4.86E-09
50kmLGM,6.70E-09
50kmLGM,4.03E-09
50kmLGM,4.63E-09
50kmLGM,3.81E-09
50kmLGM,4.54E-09
50kmLGM,7.60E-08
50kmLGM,4.54E-09
50kmLGM,4.70E-09
50kmLGM,4.42E-09
50kmLGM,1.98E-08
50kmLGM,4.73E-09
50kmLGM,4.74E-09
50kmLGM,4.75E-09
50kmLGM,4.87E-09
50kmLGM,1.43E-08
50kmLGM,2.92E-08
50kmLGM,1.66E-08
50kmLGM,1.72E-08
50kmLGM,5.96E-09
50kmLGM,2.43E-08
50kmLGM,4.95E-09
50kmLGM,4.71E-09
50kmLGM,4.94E-09
50kmLGM,4.51E-09
50kmLGM,5.42E-08
50kmLGM,3.55E-09
50kmLGM,2.63E-08
50kmLGM,3.30E-09
50kmLGM,4.28E-09
50kmLGM,2.51E-09
50kmLGM,2.68E-08
50kmLGM,3.90E-08
50kmLGM,1.36E-08
50kmLGM,1.02E-08
50kmLGM,1.74E-08
50kmLGM,5.29E-08
50kmLGM,4.75E-09
50kmLGM,8.47E-08
50kmLGM,5.59E-09
50kmLGM,2.18E-09
50kmLGM,2.78E-09
50kmLGM,4.13E-09
50kmLGM,1.62E-08
50kmLGM,5.62E-08
50kmLGM,1.26E-08
50kmLGM,4.65E-09
50kmLGM,4.14E-09
50kmLGM,2.22E-08
50kmLGM,6.70E-08
50kmLGM,1.71E-08
50kmLGM,4.94E-09
50kmLGM,1.47E-08
50kmLGM,6.76E-08
50kmLGM,4.44E-09
50kmLGM,5.73E-08
50kmLGM,6.60E-09
50kmLGM,5.09E-09
50kmLGM,1.30E-08
50kmLGM,4.71E-08
50kmLGM,1.94E-08
50kmLGM,1.82E-08
50kmLGM,4.23E-09
50kmLGM,4.62E-09
50kmLGM,3.76E-08
50kmLGM,4.92E-09
50kmLGM,3.95E-09
50kmLGM,2.99E-09
50kmLGM,1.39E-08
50kmLGM,2.26E-09
50kmLGM,1.02E-08
50kmLGM,2.12E-09
50kmLGM,2.56E-08
50kmLGM,4.97E-08
50kmLGM,1.77E-08
50kmLGM,1.31E-08
50kmLGM,2.64E-08
50kmLGM,4.14E-08
50kmLGM,1.26E-08
50kmLGM,1.44E-08
50kmLGM,3.98E-09
50kmLGM,5.50E-09
50kmLGM,3.86E-09
50kmLGM,2.75E-09
50kmLGM,3.67E-09
50kmLGM,7.90E-08
50kmLGM,2.35E-09
50kmLGM,3.99E-08
50kmLGM,2.24E-09
50kmLGM,4.17E-09
50kmLGM,4.80E-09
50kmLGM,4.43E-09
50kmLGM,5.80E-09
50kmLGM,3.00E-09
50kmLGM,1.01E-08
50kmLGM,1.15E-08
50kmLGM,6.32E-08
50kmLGM,6.59E-09
50kmLGM,4.33E-09
50kmLGM,4.83E-09
50kmLGM,1.79E-08
50kmLGM,2.59E-09
50kmLGM,3.36E-09
50kmLGM,6.58E-09
50kmLGM,4.98E-08
50kmLGM,1.42E-08
50kmLGM,5.93E-09
50kmLGM,4.73E-09
50kmLGM,6.58E-08
50kmLGM,3.67E-09
50kmLGM,4.68E-09
50kmLGM,3.09E-08
50kmLGM,4.26E-09
50kmLGM,2.91E-09
50kmLGM,4.53E-09
50kmLGM,4.37E-09
50kmLGM,2.79E-08
50kmLGM,5.10E-09
50kmLGM,6.54E-09
50kmLGM,2.52E-08
50kmLGM,6.36E-09
50kmLGM,7.62E-09
50kmLGM,5.51E-08
50kmLGM,3.93E-09
50kmLGM,6.91E-09
50kmLGM,9.13E-09
50kmLGM,4.79E-09
50kmLGM,4.52E-09
50kmLGM,6.23E-09
50kmLGM,4.45E-09
50kmLGM,4.37E-09
50kmLGM,4.10E-09
50kmLGM,1.67E-08
50kmLGM,2.67E-09
50kmLGM,6.03E-09
50kmLGM,3.48E-08
50kmLGM,7.56E-09
50kmLGM,4.32E-09
50kmLGM,4.40E-09
50kmLGM,5.90E-08
50kmLGM,2.40E-09
50kmLGM,3.85E-09
50kmLGM,2.42E-08
50kmLGM,5.71E-09
50kmLGM,1.66E-08
50kmLGM,4.69E-09
50kmLGM,2.27E-09
50kmLGM,2.53E-08
50kmLGM,3.22E-09
50kmLGM,1.04E-08
50kmLGM,4.36E-09
50kmLGM,4.42E-09
50kmLGM,2.68E-08
50kmLGM,9.64E-08
50kmLGM,7.08E-08
50kmLGM,3.30E-09
50kmLGM,4.16E-08
50kmLGM,5.33E-08
50kmLGM,3.16E-09
50kmLGM,1.87E-08
50kmLGM,4.58E-08
50kmLGM,7.11E-08
50kmLGM,4.22E-09
50kmLGM,4.34E-09
50kmLGM,4.46E-09
50kmLGM,4.87E-09
50kmLGM,2.59E-08
50kmLGM,3.36E-08
50kmLGM,6.60E-09
50kmLGM,5.84E-09
50kmLGM,4.66E-09
50kmLGM,4.21E-09
50kmLGM,3.32E-08
50kmLGM,3.81E-08
50kmLGM,3.92E-09
50kmLGM,6.63E-08
50kmLGM,4.82E-09
50kmLGM,4.73E-08
50kmLGM,4.91E-09
50kmLGM,6.17E-09
50kmLGM,5.74E-09
50kmLGM,5.10E-09
50kmLGM,5.23E-08
50kmLGM,1.79E-08
50kmLGM,4.79E-09
50kmLGM,4.63E-09
50kmLGM,6.35E-09
50kmLGM,4.75E-08
50kmLGM,4.86E-09
50kmLGM,1.04E-08
50kmLGM,4.37E-08
50kmLGM,4.66E-09
50kmLGM,4.05E-09
50kmLGM,2.37E-09
50kmLGM,6.37E-08
50kmLGM,5.92E-08
50kmLGM,3.08E-09
50kmLGM,5.16E-09
50kmLGM,6.57E-08
50kmLGM,2.04E-08
50kmLGM,5.71E-09
50kmLGM,2.49E-08
50kmLGM,2.46E-09
50kmLGM,4.56E-09
50kmLGM,4.61E-09
50kmLGM,6.98E-09
50kmLGM,4.84E-09
50kmLGM,1.05E-08
50kmLGM,5.93E-09
50kmLGM,2.26E-08
50kmLGM,4.23E-08
50kmLGM,4.90E-09
50kmLGM,1.56E-08
50kmLGM,1.17E-08
50kmLGM,7.54E-08
50kmLGM,4.66E-09
50kmLGM,6.60E-08
50kmLGM,2.56E-08
50kmLGM,3.83E-08
50kmLGM,8.52E-09
50kmLGM,4.79E-08
50kmLGM,2.14E-08
50kmLGM,5.37E-08
50kmLGM,3.11E-08
50kmLGM,4.72E-09
50kmLGM,4.83E-09
50kmLGM,8.12E-09
50kmLGM,4.76E-09
50kmLGM,7.07E-09
50kmLGM,3.87E-09
50kmLGM,1.22E-08
50kmLGM,5.25E-08
50kmLGM,2.35E-09
50kmLGM,1.93E-08
50kmLGM,3.33E-08
50kmLGM,1.34E-08
50kmLGM,2.18E-09
50kmLGM,5.12E-09
50kmLGM,5.39E-09
50kmLGM,5.18E-09
50kmLGM,1.05E-08
50kmLGM,4.58E-09
50kmLGM,1.31E-08
50kmLGM,6.23E-09
50kmLGM,1.92E-08
50kmLGM,3.78E-09
50kmLGM,5.79E-09
50kmLGM,5.05E-09
50kmLGM,6.75E-08
50kmLGM,9.82E-08
50kmLGM,6.71E-08
50kmLGM,7.19E-08
50kmLGM,2.68E-08
50kmLGM,3.28E-09
50kmLGM,3.42E-08
50kmLGM,6.19E-09
50kmLGM,1.46E-08
50kmLGM,4.61E-08
50kmLGM,1.62E-08
50kmLGM,5.16E-08
50kmLGM,6.14E-08
50kmLGM,2.66E-09
50kmLGM,2.80E-09
50kmLGM,1.86E-08
50kmLGM,2.31E-08
50kmLGM,4.04E-09
50kmLGM,3.69E-09
50kmLGM,4.39E-09
50kmLGM,4.13E-09
50kmLGM,1.99E-09
50kmLGM,4.19E-09
50kmLGM,4.45E-08
50kmLGM,1.04E-07
50kmLGM,1.48E-08
50kmLGM,3.68E-08
50kmLGM,4.62E-09
50kmLGM,2.65E-08
50kmLGM,4.01E-08
50kmLGM,9.27E-09
50kmLGM,1.50E-08
50kmLGM,4.06E-09
50kmLGM,3.95E-09
50kmLGM,6.37E-09
50kmLGM,2.87E-08
50kmLGM,1.05E-08
50kmLGM,2.34E-08
50kmLGM,5.37E-09
50kmLGM,4.62E-09
50kmLGM,4.77E-09
50kmLGM,3.39E-09
50kmLGM,4.67E-09
50kmLGM,5.82E-09
50kmLGM,5.02E-09
50kmLGM,3.35E-08
50kmLGM,5.92E-09
50kmLGM,1.66E-08
50kmLGM,8.94E-08
50kmLGM,2.22E-08
50kmLGM,5.17E-09
50kmLGM,2.74E-08
50kmLGM,6.69E-09
50kmLGM,7.61E-09
50kmLGM,1.13E-08
50kmLGM,3.90E-09
50kmLGM,8.57E-09
50kmLGM,6.67E-08
50kmLGM,2.25E-09
50kmLGM,4.96E-08
50kmLGM,4.03E-09
50kmLGM,2.04E-08
50kmLGM,4.38E-09
50kmLGM,3.93E-08
50kmLGM,7.08E-09
50kmLGM,4.29E-08
50kmLGM,8.08E-08
50kmLGM,4.68E-09
50kmLGM,8.22E-09
50kmLGM,4.46E-09
50kmLGM,4.72E-09
50kmLGM,5.99E-09
50kmLGM,2.32E-08
50kmLGM,2.83E-09
50kmLGM,7.48E-09
50kmLGM,3.17E-08
50kmLGM,4.31E-08
50kmLGM,1.87E-08
50kmLGM,5.86E-09
50kmLGM,1.99E-08
50kmLGM,1.48E-08
50kmLGM,4.78E-09
50kmLGM,4.54E-09
50kmLGM,5.53E-09
50kmLGM,8.69E-09
50kmLGM,4.10E-09
50kmLGM,5.56E-08
50kmLGM,6.53E-08
50kmLGM,1.38E-08
50kmLGM,5.92E-08
50kmLGM,4.89E-09
50kmLGM,5.08E-09
50kmLGM,4.81E-09
50kmLGM,6.11E-09
50kmLGM,1.81E-08
50kmLGM,1.66E-08
50kmLGM,8.96E-09
50kmLGM,7.08E-09
50kmLGM,5.03E-09
50kmLGM,3.70E-08
50kmLGM,4.84E-09
50kmLGM,4.64E-08
50kmLGM,5.98E-09
50kmLGM,4.05E-09
50kmLGM,4.33E-09
50kmLGM,5.26E-09
50kmLGM,1.74E-08
50kmLGM,4.17E-09
50kmLGM,7.84E-09
50kmLGM,8.04E-09
50kmLGM,4.96E-09
50kmLGM,5.69E-09
50kmLGM,3.82E-09
50kmLGM,8.55E-08
50kmLGM,4.23E-08
50kmLGM,6.73E-09
50kmLGM,8.69E-08
50kmLGM,1.61E-08
50kmLGM,4.21E-09
50kmLGM,4.88E-09
50kmLGM,6.90E-09
50kmLGM,3.35E-09
50kmLGM,4.94E-09
50kmLGM,6.45E-09
50kmLGM,1.57E-08
50kmLGM,4.36E-09
50kmLGM,4.94E-09
50kmLGM,4.96E-09
50kmLGM,7.36E-09
50kmLGM,1.42E-08
50kmLGM,5.19E-09
50kmLGM,5.32E-09
50kmLGM,2.89E-09
50kmLGM,7.73E-08
50kmLGM,6.13E-08
50kmLGM,8.11E-08
50kmLGM,4.99E-09
50kmLGM,6.96E-09
50kmLGM,4.86E-09
50kmLGM,4.35E-08
50kmLGM,3.24E-08
50kmLGM,4.67E-09
50kmLGM,1.16E-08
50kmLGM,3.66E-09
50kmLGM,4.95E-09
50kmLGM,4.83E-09
50kmLGM,3.63E-09
50kmLGM,2.97E-08
50kmLGM,4.93E-09
50kmLGM,4.73E-09
50kmLGM,4.59E-09
50kmLGM,4.09E-09
50kmLGM,7.02E-08
50kmLGM,2.65E-08
50kmLGM,5.17E-08
50kmLGM,3.37E-09
50kmLGM,9.49E-09
50kmLGM,4.32E-08
50kmLGM,4.24E-09
50kmLGM,1.87E-08
50kmLGM,1.69E-08
50kmLGM,4.08E-08
50kmLGM,1.06E-07
50kmLGM,4.26E-09
50kmLGM,3.41E-09
50kmLGM,5.03E-09
50kmLGM,4.16E-09
50kmLGM,3.39E-08
50kmLGM,4.26E-09
50kmLGM,7.08E-08
50kmLGM,4.09E-09
50kmLGM,4.61E-09
50kmLGM,4.89E-09
50kmLGM,1.69E-08
50kmLGM,2.85E-08
50kmLGM,4.99E-09
50kmLGM,2.31E-08
50kmLGM,9.17E-09
50kmLGM,7.44E-09
50kmLGM,6.37E-08
50kmLGM,5.97E-09
50kmLGM,1.92E-08
50kmLGM,7.05E-09
50kmLGM,4.77E-09
50kmLGM,2.05E-08
50kmLGM,3.72E-09
50kmLGM,2.63E-08
50kmLGM,7.22E-09
50kmLGM,6.26E-09
50kmLGM,7.30E-08
50kmLGM,1.97E-08
50kmLGM,1.63E-08
50kmLGM,6.17E-08
50kmLGM,5.08E-09
50kmLGM,5.28E-09
50kmLGM,4.69E-09
50kmLGM,5.20E-08
50kmLGM,4.30E-08
50kmLGM,1.48E-08
50kmLGM,4.49E-09
50kmLGM,6.79E-08
50kmLGM,5.68E-08
50kmLGM,5.51E-08
50kmLGM,4.30E-09
50kmLGM,5.75E-09
50kmLGM,5.52E-09
50kmLGM,1.26E-08
50kmLGM,4.30E-09
50kmLGM,1.14E-08
50kmLGM,1.45E-08
50kmLGM,1.85E-08
50kmLGM,4.82E-09
50kmLGM,5.52E-08
50kmLGM,5.19E-09
50kmLGM,1.52E-08
50kmLGM,4.59E-09
50kmLGM,1.88E-08
50kmLGM,2.44E-08
50kmLGM,4.80E-09
50kmLGM,4.55E-08
50kmLGM,1.73E-08
50kmLGM,1.77E-08
50kmLGM,4.73E-09
50kmLGM,1.00E-08
50kmLGM,4.55E-09
50kmLGM,1.44E-08
50kmLGM,2.16E-09
50kmLGM,3.70E-09
50kmLGM,3.86E-08
50kmLGM,2.05E-09
50kmLGM,4.22E-09
50kmLGM,1.72E-08
50kmLGM,5.16E-08
50kmLGM,1.79E-08
50kmLGM,5.02E-09
50kmLGM,1.05E-08
50kmLGM,1.92E-08
50kmLGM,4.78E-09
50kmLGM,4.99E-09
50kmLGM,3.77E-09
50kmLGM,5.13E-09
50kmLGM,7.20E-08
50kmLGM,3.15E-08
50kmLGM,5.14E-09
50kmLGM,1.48E-08
50kmLGM,6.36E-08
50kmLGM,3.38E-09
50kmLGM,4.49E-09
50kmLGM,6.23E-09
50kmLGM,8.56E-09
50kmLGM,4.88E-09
50kmLGM,2.71E-08
50kmLGM,9.11E-09
50kmLGM,5.29E-09
50kmLGM,4.73E-08
50kmLGM,8.79E-09
50kmLGM,3.56E-09
50kmLGM,9.40E-08
50kmLGM,4.78E-09
50kmLGM,6.35E-09
50kmLGM,3.64E-08
50kmLGM,4.49E-09
50kmLGM,8.45E-08
50kmLGM,9.30E-09
50kmLGM,4.56E-09
50kmLGM,6.12E-08
50kmLGM,8.38E-09
50kmLGM,4.60E-08
50kmLGM,3.76E-08
50kmLGM,7.55E-09
50kmLGM,9.17E-09
50kmLGM,7.18E-08
50kmLGM,5.98E-08
50kmLGM,1.18E-08
50kmLGM,8.52E-09
50kmLGM,6.18E-09
50kmLGM,4.84E-09
50kmLGM,6.33E-08
50kmLGM,4.67E-09
50kmLGM,6.72E-08
50kmLGM,1.07E-08
50kmLGM,4.46E-09
50kmLGM,2.20E-08
50kmLGM,8.18E-09
50kmLGM,4.37E-09
50kmLGM,3.27E-08
50kmLGM,4.22E-09
50kmLGM,3.09E-09
50kmLGM,5.78E-08
50kmLGM,7.95E-09
50kmLGM,5.21E-09
50kmLGM,5.92E-08
50kmLGM,4.08E-09
50kmLGM,3.13E-08
50kmLGM,8.53E-08
50kmLGM,4.14E-09
50kmLGM,4.37E-08
50kmLGM,5.66E-08
50kmLGM,6.38E-08
50kmLGM,1.74E-08
50kmLGM,5.71E-08
50kmLGM,8.15E-08
50kmLGM,5.14E-09
50kmLGM,6.56E-09
50kmLGM,3.39E-08
50kmLGM,7.42E-08
50kmLGM,5.69E-09
50kmLGM,3.78E-09
50kmLGM,1.35E-08
50kmLGM,4.01E-09
50kmLGM,5.13E-08
50kmLGM,7.12E-08
50kmLGM,3.45E-08
50kmLGM,6.42E-08
50kmLGM,1.99E-08
50kmLGM,4.27E-08
50kmLGM,2.89E-09
50kmLGM,4.10E-09
50kmLGM,4.81E-09
50kmLGM,7.46E-08
50kmLGM,2.81E-08
50kmLGM,1.88E-08
50kmLGM,1.47E-08
50kmLGM,3.84E-08
50kmLGM,1.70E-08
50kmLGM,1.65E-08
50kmLGM,4.71E-08
50kmLGM,7.85E-08
50kmLGM,9.84E-09
50kmLGM,4.13E-08
50kmLGM,5.53E-09
50kmLGM,7.54E-09
50kmLGM,4.69E-09
50kmLGM,4.50E-09
50kmLGM,3.41E-09
50kmLGM,1.01E-08
50kmLGM,1.22E-08
50kmLGM,6.96E-08
50kmLGM,4.36E-09
50kmLGM,4.62E-09
50kmLGM,3.16E-08
50kmLGM,4.73E-09
50kmLGM,7.71E-08
50kmLGM,1.86E-08
50kmLGM,5.78E-08
50kmLGM,2.86E-08
50kmLGM,4.05E-09
50kmLGM,3.50E-08
50kmLGM,7.02E-08
50kmLGM,2.04E-08
50kmLGM,4.49E-09
50kmLGM,7.23E-09
50kmLGM,1.03E-08
50kmLGM,2.07E-08
50kmLGM,1.13E-08
50kmLGM,4.35E-08
50kmLGM,3.67E-09
50kmLGM,5.00E-09
50kmLGM,7.01E-09
50kmLGM,4.78E-09
50kmLGM,1.16E-08
50kmLGM,5.00E-09
50kmLGM,5.58E-08
50kmLGM,7.84E-09
50kmLGM,4.14E-09
50kmLGM,4.70E-09
50kmLGM,6.22E-08
50kmLGM,2.86E-08
50kmLGM,1.25E-08
50kmLGM,4.34E-09
50kmLGM,2.33E-09
50kmLGM,7.02E-08
50kmLGM,6.96E-09
50kmLGM,6.66E-09
50kmLGM,4.04E-08
50kmLGM,4.08E-08
50kmLGM,4.11E-09
50kmLGM,6.02E-09
50kmLGM,5.60E-09
50kmLGM,8.63E-09
50kmLGM,1.00E-08
